InvoiceNumber	Date	ProductCode	TotalCost	TotalSalesAmount	SalesPersonCode	FirstName	LastName	Country
INV4348	2016/2/12	CLTH4285	3104.655	4139.54	usr050	Maria	Stanley	Malaysia
INV4350	2014/8/31	ACCE4885	809.985	1079.98	usr027	Patricia	Jacobs	Malaysia
INV4356	2015/11/27	ACCE4885	404.9925	539.99	usr008	Rachel	Arnold	Malaysia
INV4391	2013/8/21	ACCE4885	809.985	1079.98	usr016	Kevin	Edwards	Malaysia
INV4404	2014/8/2	ACCE4885	404.9925	539.99	usr015	Melissa	Lynch	Malaysia
INV4468	2014/12/30	ACCE4885	1214.9775	1619.97	usr048	Debra	Riley	Malaysia
INV4482	2015/9/4	CLTH4285	1012.3875	1349.85	usr013	Louis	Rice	Malaysia
INV4530	2016/2/29	ACCE4885	404.9925	539.99	usr001	Elizabeth	Hayes	Malaysia
INV4603	2016/4/4	ACCE4885	404.9925	539.99	usr043	Raymond	Johnston	Malaysia
INV4609	2016/3/15	ACCE4885	1619.97	2159.96	usr028	Jennifer	Bell	Malaysia
INV4674	2013/10/24	CLTH4285	2362.2375	3149.65	usr006	Dorothy	Garrett	Malaysia
INV4809	2014/3/23	ACCE4885	809.985	1079.98	usr026	Ralph	Ramos	Malaysia
INV4833	2013/5/4	ACCE4885	404.9925	539.99	usr017	Donald	Thomas	Malaysia
INV4847	2015/5/30	CLTH4285	1619.82	2159.76	usr007	Christina	Cook	Malaysia
INV4883	2014/8/27	CLTH4285	2632.2075	3509.61	usr038	Douglas	Jenkins	Malaysia
INV4889	2013/11/5	CLTH4285	337.4625	449.95	usr048	Debra	Riley	Malaysia
INV4985	2014/2/20	CLTH4285	944.895	1259.86	usr042	Jessica	Larson	Malaysia
INV4999	2015/11/30	CLTH4285	3307.1325	4409.51	usr035	Willie	Jackson	Malaysia
INV0039	2014/9/6	ACCE4925	1271.2275	1694.97	usr007	Christina	Cook	New Zealand
INV0096	2014/4/18	ACCE4925	847.485	1129.98	usr023	Randy	Brown	New Zealand
INV0109	2013/5/13	ACCE4925	423.7425	564.99	usr006	Dorothy	Garrett	New Zealand
INV0215	2015/4/5	ACCE4925	2118.7125	2824.95	usr014	Joe	Warren	New Zealand
INV0229	2014/1/13	CLTH3575	1162.2675	1549.69	usr050	Maria	Stanley	New Zealand
INV0231	2014/8/3	CLTH3575	1012.2975	1349.73	usr044	Clarence	Ortiz	New Zealand
INV0270	2013/7/24	CLTH3575	937.3125	1249.75	usr012	Terry	Ruiz	New Zealand
INV0390	2015/8/17	ACCE4925	2118.7125	2824.95	usr022	Elizabeth	Weaver	New Zealand
INV0395	2013/5/5	CLTH3575	637.3725	849.83	usr004	Willie	Montgomery	New Zealand
INV0430	2014/6/19	ACCE4925	2118.7125	2824.95	usr021	Doris	Jones	New Zealand
INV0490	2014/9/11	ACCE4925	423.7425	564.99	usr032	Joe	Perry	New Zealand
INV0640	2015/10/18	ACCE4925	2118.7125	2824.95	usr014	Joe	Warren	New Zealand
INV0652	2013/5/28	ACCE4925	1694.97	2259.96	usr046	Kathleen	Scott	New Zealand
INV0694	2016/1/6	CLTH3575	1837.1325	2449.51	usr013	Louis	Rice	New Zealand
INV0728	2014/6/2	ACCE4925	2118.7125	2824.95	usr038	Douglas	Jenkins	New Zealand
INV0768	2015/11/7	ACCE4925	847.485	1129.98	usr007	Christina	Cook	New Zealand
INV0788	2015/12/10	ACCE4925	423.7425	564.99	usr025	David	Carr	New Zealand
INV0820	2013/11/23	CLTH3575	337.4325	449.91	usr040	Judy	Snyder	New Zealand
INV0884	2014/8/21	CLTH3575	337.4325	449.91	usr004	Willie	Montgomery	New Zealand
INV0888	2015/2/7	CLTH3575	1124.775	1499.7	usr028	Jennifer	Bell	New Zealand
INV0897	2015/7/27	CLTH3575	1312.2375	1749.65	usr022	Elizabeth	Weaver	New Zealand
INV0907	2013/8/23	CLTH3575	1762.1475	2349.53	usr046	Kathleen	Scott	New Zealand
INV0915	2013/7/8	ACCE4925	1694.97	2259.96	usr009	Andrew	Andrews	New Zealand
INV0920	2013/6/16	ACCE4925	423.7425	564.99	usr024	Barbara	Martinez	New Zealand
INV1034	2014/5/11	CLTH3575	1424.715	1899.62	usr023	Randy	Brown	New Zealand
INV1082	2014/2/11	ACCE4925	2118.7125	2824.95	usr013	Louis	Rice	New Zealand
INV1083	2016/4/5	ACCE4925	2118.7125	2824.95	usr041	Lillian	Mills	New Zealand
INV1126	2013/3/6	ACCE4925	847.485	1129.98	usr028	Jennifer	Bell	New Zealand
INV1156	2015/6/25	ACCE4925	2118.7125	2824.95	usr040	Judy	Snyder	New Zealand
INV1174	2014/3/6	ACCE4925	1694.97	2259.96	usr028	Jennifer	Bell	New Zealand
INV1325	2016/1/14	CLTH3575	1687.1625	2249.55	usr033	Keith	Cox	New Zealand
INV1512	2015/10/13	ACCE4925	847.485	1129.98	usr047	Martin	King	New Zealand
INV1564	2014/10/16	CLTH3575	1762.1475	2349.53	usr047	Martin	King	New Zealand
INV1576	2014/5/29	ACCE4925	423.7425	564.99	usr038	Douglas	Jenkins	New Zealand
INV1603	2014/6/23	ACCE4925	1694.97	2259.96	usr018	Roy	Jackson	New Zealand
INV1654	2013/12/27	ACCE4925	423.7425	564.99	usr029	Kelly	Howell	New Zealand
INV1730	2014/6/3	ACCE4925	1271.2275	1694.97	usr019	William	Grant	New Zealand
INV1733	2015/3/12	CLTH3575	712.3575	949.81	usr009	Andrew	Andrews	New Zealand
INV1783	2014/3/16	CLTH3575	1312.2375	1749.65	usr028	Jennifer	Bell	New Zealand
INV1797	2016/2/15	ACCE4925	423.7425	564.99	usr006	Dorothy	Garrett	New Zealand
INV1961	2016/3/23	CLTH3575	112.4775	149.97	usr031	Margaret	Matthews	New Zealand
INV2020	2014/3/29	CLTH3575	862.3275	1149.77	usr026	Ralph	Ramos	New Zealand
INV2043	2013/4/10	CLTH3575	937.3125	1249.75	usr033	Keith	Cox	New Zealand
INV2062	2015/8/26	ACCE4925	2118.7125	2824.95	usr050	Maria	Stanley	New Zealand
INV2074	2013/9/16	CLTH3575	862.3275	1149.77	usr004	Willie	Montgomery	New Zealand
INV2164	2014/10/7	CLTH3575	1162.2675	1549.69	usr044	Clarence	Ortiz	New Zealand
INV2236	2013/8/24	CLTH3575	1274.745	1699.66	usr021	Doris	Jones	New Zealand
INV2281	2015/5/17	CLTH3575	1762.1475	2349.53	usr043	Raymond	Johnston	New Zealand
INV2298	2015/8/25	ACCE4925	2118.7125	2824.95	usr050	Maria	Stanley	New Zealand
INV2343	2013/12/11	CLTH3575	1799.64	2399.52	usr012	Terry	Ruiz	New Zealand
INV2394	2013/12/21	CLTH3575	1499.7	1999.6	usr004	Willie	Montgomery	New Zealand
INV2485	2016/3/25	CLTH3575	337.4325	449.91	usr026	Ralph	Ramos	New Zealand
INV2496	2015/5/20	CLTH3575	562.3875	749.85	usr012	Terry	Ruiz	New Zealand
INV2533	2015/2/28	ACCE4925	847.485	1129.98	usr012	Terry	Ruiz	New Zealand
INV2550	2013/8/28	ACCE4925	847.485	1129.98	usr006	Dorothy	Garrett	New Zealand
INV2611	2014/9/18	ACCE4925	423.7425	564.99	usr038	Douglas	Jenkins	New Zealand
INV2754	2015/12/26	ACCE4925	1694.97	2259.96	usr028	Jennifer	Bell	New Zealand
INV2795	2013/2/6	ACCE4925	1694.97	2259.96	usr046	Kathleen	Scott	New Zealand
INV2817	2013/7/25	ACCE4925	2118.7125	2824.95	usr007	Christina	Cook	New Zealand
INV2916	2014/10/10	CLTH3575	1574.685	2099.58	usr010	Gregory	Sanders	New Zealand
INV2947	2014/9/12	ACCE4925	1271.2275	1694.97	usr050	Maria	Stanley	New Zealand
INV2993	2016/3/11	ACCE4925	1271.2275	1694.97	usr043	Raymond	Johnston	New Zealand
INV3013	2013/9/26	CLTH3575	1424.715	1899.62	usr001	Elizabeth	Hayes	New Zealand
INV3046	2013/9/15	CLTH3575	599.88	799.84	usr049	Rose	Stone	New Zealand
INV3062	2015/4/9	ACCE4925	1271.2275	1694.97	usr044	Clarence	Ortiz	New Zealand
INV3094	2014/6/26	ACCE4925	423.7425	564.99	usr012	Terry	Ruiz	New Zealand
INV3269	2013/7/3	CLTH3575	674.865	899.82	usr043	Raymond	Johnston	New Zealand
INV3309	2014/2/8	CLTH3575	1124.775	1499.7	usr009	Andrew	Andrews	New Zealand
INV3349	2014/7/15	ACCE4925	847.485	1129.98	usr001	Elizabeth	Hayes	New Zealand
INV3410	2014/6/15	ACCE4925	1694.97	2259.96	usr031	Margaret	Matthews	New Zealand
INV3514	2014/12/24	CLTH3575	1462.2075	1949.61	usr030	Frank	Fernandez	New Zealand
INV3560	2013/2/16	ACCE4925	2118.7125	2824.95	usr005	Annie	Fox	New Zealand
INV3563	2014/7/26	CLTH3575	637.3725	849.83	usr008	Rachel	Arnold	New Zealand
INV3643	2014/10/11	CLTH3575	599.88	799.84	usr017	Donald	Thomas	New Zealand
INV3668	2016/1/31	CLTH3575	337.4325	449.91	usr042	Jessica	Larson	New Zealand
INV3715	2013/7/11	CLTH3575	337.4325	449.91	usr033	Keith	Cox	New Zealand
INV3720	2013/10/17	ACCE4925	423.7425	564.99	usr012	Terry	Ruiz	New Zealand
INV3722	2013/1/18	ACCE4925	1271.2275	1694.97	usr041	Lillian	Mills	New Zealand
INV3869	2015/3/27	CLTH3575	299.94	399.92	usr034	Gloria	Fisher	New Zealand
INV3874	2015/3/17	CLTH3575	1349.73	1799.64	usr021	Doris	Jones	New Zealand
INV3907	2014/9/30	CLTH3575	1312.2375	1749.65	usr047	Martin	King	New Zealand
INV3920	2014/5/7	CLTH3575	599.88	799.84	usr003	Wayne	Parker	New Zealand
INV3942	2014/12/16	CLTH3575	1349.73	1799.64	usr010	Gregory	Sanders	New Zealand
INV3954	2015/12/31	ACCE4925	423.7425	564.99	usr010	Gregory	Sanders	New Zealand
INV3967	2013/12/10	CLTH3575	224.955	299.94	usr009	Andrew	Andrews	New Zealand
INV4102	2013/4/21	CLTH3575	1612.1775	2149.57	usr005	Annie	Fox	New Zealand
INV4120	2014/8/15	CLTH3575	1387.2225	1849.63	usr004	Willie	Montgomery	New Zealand
INV4207	2015/1/30	CLTH3575	1162.2675	1549.69	usr004	Willie	Montgomery	New Zealand
INV4233	2014/5/22	CLTH3575	562.3875	749.85	usr020	Bobby	Bishop	New Zealand
INV4234	2016/3/24	ACCE4925	1694.97	2259.96	usr010	Gregory	Sanders	New Zealand
INV4263	2015/5/19	ACCE4925	1271.2275	1694.97	usr004	Willie	Montgomery	New Zealand
INV4275	2014/12/5	ACCE4925	2118.7125	2824.95	usr039	Samuel	Cruz	New Zealand
INV4308	2013/12/10	ACCE4925	1694.97	2259.96	usr037	Samuel	Martin	New Zealand
INV4395	2013/5/23	ACCE4925	1694.97	2259.96	usr005	Annie	Fox	New Zealand
INV4435	2013/1/2	ACCE4925	847.485	1129.98	usr019	William	Grant	New Zealand
INV4447	2014/8/17	CLTH3575	1724.655	2299.54	usr025	David	Carr	New Zealand
INV4502	2015/10/22	ACCE4925	1694.97	2259.96	usr019	William	Grant	New Zealand
INV4513	2015/11/25	CLTH3575	74.985	99.98	usr017	Donald	Thomas	New Zealand
INV4547	2013/6/12	ACCE4925	423.7425	564.99	usr031	Margaret	Matthews	New Zealand
INV4560	2014/7/16	CLTH3575	74.985	99.98	usr044	Clarence	Ortiz	New Zealand
INV4579	2016/1/22	CLTH3575	1049.79	1399.72	usr015	Melissa	Lynch	New Zealand
INV4584	2013/8/3	CLTH3575	1499.7	1999.6	usr044	Clarence	Ortiz	New Zealand
INV4687	2014/10/7	ACCE4925	847.485	1129.98	usr023	Randy	Brown	New Zealand
INV4688	2014/2/3	ACCE4925	1694.97	2259.96	usr012	Terry	Ruiz	New Zealand
INV4719	2014/2/15	ACCE4925	847.485	1129.98	usr044	Clarence	Ortiz	New Zealand
INV4776	2014/12/9	ACCE4925	1694.97	2259.96	usr016	Kevin	Edwards	New Zealand
INV4779	2014/7/12	ACCE4925	1271.2275	1694.97	usr046	Kathleen	Scott	New Zealand
INV4784	2014/11/2	ACCE4925	1271.2275	1694.97	usr023	Randy	Brown	New Zealand
INV4853	2014/3/7	ACCE4925	847.485	1129.98	usr011	Edward	Kennedy	New Zealand
INV4917	2016/4/8	ACCE4925	1694.97	2259.96	usr010	Gregory	Sanders	New Zealand
INV4930	2014/11/18	ACCE4925	423.7425	564.99	usr003	Wayne	Parker	New Zealand
INV4971	2015/4/1	CLTH3575	862.3275	1149.77	usr006	Dorothy	Garrett	New Zealand
INV0045	2015/7/16	BIKE3655	892.245	1189.66	usr030	Frank	Fernandez	Nigeria
INV0062	2015/2/13	CLTH4255	44.9925	59.99	usr011	Edward	Kennedy	Nigeria
INV0091	2013/6/19	ACCE3955	9162.5625	12216.75	usr026	Ralph	Ramos	Nigeria
INV0093	2014/2/27	BIKE3655	892.245	1189.66	usr017	Donald	Thomas	Nigeria
INV0154	2015/3/28	BIKE3655	446.1225	594.83	usr029	Kelly	Howell	Nigeria
INV0162	2014/3/5	BIKE3655	446.1225	594.83	usr028	Jennifer	Bell	Nigeria
INV0217	2015/12/22	CLTH4255	314.9475	419.93	usr023	Randy	Brown	Nigeria
INV0218	2015/7/7	BIKE3655	1784.49	2379.32	usr037	Samuel	Martin	Nigeria
INV0223	2015/2/24	ACCE3955	1832.5125	2443.35	usr015	Melissa	Lynch	Nigeria
INV0311	2013/8/31	ACCE3955	3665.025	4886.7	usr032	Joe	Perry	Nigeria
INV0340	2016/2/26	CLTH4255	89.985	119.98	usr013	Louis	Rice	Nigeria
INV0357	2015/3/1	BIKE3655	892.245	1189.66	usr041	Lillian	Mills	Nigeria
INV0369	2013/10/20	CLTH4255	1439.76	1919.68	usr030	Frank	Fernandez	Nigeria
INV0374	2015/6/27	BIKE3655	446.1225	594.83	usr045	Frances	Walker	Nigeria
INV0385	2014/2/17	BIKE3655	1784.49	2379.32	usr009	Andrew	Andrews	Nigeria
INV0414	2014/1/18	BIKE3655	446.1225	594.83	usr015	Melissa	Lynch	Nigeria
INV0478	2013/8/4	CLTH4255	2249.625	2999.5	usr014	Joe	Warren	Nigeria
INV0480	2013/2/25	ACCE3955	5497.5375	7330.05	usr024	Barbara	Martinez	Nigeria
INV0510	2015/11/3	BIKE3655	1338.3675	1784.49	usr041	Lillian	Mills	Nigeria
INV0532	2014/9/18	CLTH4255	1529.745	2039.66	usr050	Maria	Stanley	Nigeria
INV0548	2014/2/12	BIKE3655	1338.3675	1784.49	usr009	Andrew	Andrews	Nigeria
INV0568	2015/3/25	BIKE3655	1338.3675	1784.49	usr018	Roy	Jackson	Nigeria
INV0580	2013/9/30	ACCE3955	9162.5625	12216.75	usr044	Clarence	Ortiz	Nigeria
INV0581	2015/6/25	CLTH4255	1124.8125	1499.75	usr039	Samuel	Cruz	Nigeria
INV0589	2014/11/16	CLTH4255	809.865	1079.82	usr044	Clarence	Ortiz	Nigeria
INV0590	2015/6/18	ACCE3955	7330.05	9773.4	usr038	Douglas	Jenkins	Nigeria
INV0641	2014/4/29	ACCE3955	1832.5125	2443.35	usr002	Dorothy	Hill	Nigeria
INV0669	2015/1/4	CLTH4255	1484.7525	1979.67	usr041	Lillian	Mills	Nigeria
INV0678	2015/1/14	BIKE3655	892.245	1189.66	usr023	Randy	Brown	Nigeria
INV0680	2014/7/4	BIKE3655	892.245	1189.66	usr045	Frances	Walker	Nigeria
INV0708	2015/3/23	CLTH4255	989.835	1319.78	usr042	Jessica	Larson	Nigeria
INV0743	2013/12/14	ACCE3955	5497.5375	7330.05	usr021	Doris	Jones	Nigeria
INV0750	2014/3/17	CLTH4255	1979.67	2639.56	usr014	Joe	Warren	Nigeria
INV0795	2014/4/16	ACCE3955	3665.025	4886.7	usr031	Margaret	Matthews	Nigeria
INV0828	2016/3/30	CLTH4255	1799.7	2399.6	usr043	Raymond	Johnston	Nigeria
INV0852	2015/10/6	CLTH4255	359.94	479.92	usr049	Rose	Stone	Nigeria
INV0880	2013/6/22	CLTH4255	224.9625	299.95	usr050	Maria	Stanley	Nigeria
INV0890	2016/3/11	ACCE3955	9162.5625	12216.75	usr022	Elizabeth	Weaver	Nigeria
INV0904	2014/5/28	BIKE3655	1784.49	2379.32	usr027	Patricia	Jacobs	Nigeria
INV0909	2015/7/7	ACCE3955	7330.05	9773.4	usr021	Doris	Jones	Nigeria
INV0940	2013/5/14	ACCE3955	5497.5375	7330.05	usr035	Willie	Jackson	Nigeria
INV0942	2014/8/18	CLTH4255	899.85	1199.8	usr030	Frank	Fernandez	Nigeria
INV0943	2013/11/5	BIKE3655	1338.3675	1784.49	usr038	Douglas	Jenkins	Nigeria
INV0993	2013/5/3	BIKE3655	892.245	1189.66	usr001	Elizabeth	Hayes	Nigeria
INV1040	2016/3/28	BIKE3655	892.245	1189.66	usr019	William	Grant	Nigeria
INV1043	2015/7/12	BIKE3655	2230.6125	2974.15	usr017	Donald	Thomas	Nigeria
INV1060	2013/12/17	BIKE3655	892.245	1189.66	usr004	Willie	Montgomery	Nigeria
INV1148	2015/7/12	BIKE3655	446.1225	594.83	usr045	Frances	Walker	Nigeria
INV1184	2016/2/13	CLTH4255	1664.7225	2219.63	usr016	Kevin	Edwards	Nigeria
INV1210	2015/2/27	BIKE3655	446.1225	594.83	usr049	Rose	Stone	Nigeria
INV1228	2013/9/26	ACCE3955	3665.025	4886.7	usr021	Doris	Jones	Nigeria
INV1239	2016/3/29	BIKE3655	892.245	1189.66	usr004	Willie	Montgomery	Nigeria
INV1271	2015/11/22	CLTH4255	674.8875	899.85	usr033	Keith	Cox	Nigeria
INV1275	2015/11/5	ACCE3955	3665.025	4886.7	usr032	Joe	Perry	Nigeria
INV1282	2014/6/12	BIKE3655	1784.49	2379.32	usr006	Dorothy	Garrett	Nigeria
INV1288	2015/4/17	CLTH4255	1484.7525	1979.67	usr003	Wayne	Parker	Nigeria
INV1294	2014/4/17	ACCE3955	1832.5125	2443.35	usr043	Raymond	Johnston	Nigeria
INV1317	2014/1/25	CLTH4255	1124.8125	1499.75	usr028	Jennifer	Bell	Nigeria
INV1333	2013/9/21	CLTH4255	359.94	479.92	usr027	Patricia	Jacobs	Nigeria
INV1362	2013/5/4	ACCE3955	3665.025	4886.7	usr037	Samuel	Martin	Nigeria
INV1457	2015/11/29	CLTH4255	1844.6925	2459.59	usr006	Dorothy	Garrett	Nigeria
INV1494	2015/8/1	CLTH4255	1124.8125	1499.75	usr018	Roy	Jackson	Nigeria
INV1510	2015/5/25	BIKE3655	2230.6125	2974.15	usr020	Bobby	Bishop	Nigeria
INV1578	2016/3/1	CLTH4255	1664.7225	2219.63	usr027	Patricia	Jacobs	Nigeria
INV1583	2014/12/2	CLTH4255	1484.7525	1979.67	usr029	Kelly	Howell	Nigeria
INV1623	2014/9/27	ACCE3955	3665.025	4886.7	usr009	Andrew	Andrews	Nigeria
INV1681	2015/2/8	BIKE3655	1338.3675	1784.49	usr022	Elizabeth	Weaver	Nigeria
INV1696	2013/9/3	CLTH4255	2069.655	2759.54	usr041	Lillian	Mills	Nigeria
INV1705	2013/5/20	CLTH4255	1259.79	1679.72	usr017	Donald	Thomas	Nigeria
INV1711	2014/8/18	BIKE3655	2230.6125	2974.15	usr033	Keith	Cox	Nigeria
INV1743	2014/5/4	CLTH4255	494.9175	659.89	usr047	Martin	King	Nigeria
INV1746	2015/4/12	CLTH4255	1844.6925	2459.59	usr009	Andrew	Andrews	Nigeria
INV1819	2014/7/20	BIKE3655	892.245	1189.66	usr031	Margaret	Matthews	Nigeria
INV1888	2013/10/7	BIKE3655	1784.49	2379.32	usr032	Joe	Perry	Nigeria
INV1941	2014/2/7	ACCE3955	5497.5375	7330.05	usr013	Louis	Rice	Nigeria
INV1957	2014/9/16	BIKE3655	1338.3675	1784.49	usr009	Andrew	Andrews	Nigeria
INV1987	2013/10/9	ACCE3955	5497.5375	7330.05	usr006	Dorothy	Garrett	Nigeria
INV2014	2016/4/8	CLTH4255	1529.745	2039.66	usr032	Joe	Perry	Nigeria
INV2031	2015/4/3	BIKE3655	1784.49	2379.32	usr003	Wayne	Parker	Nigeria
INV2046	2015/3/19	ACCE3955	3665.025	4886.7	usr034	Gloria	Fisher	Nigeria
INV2102	2016/4/15	ACCE3955	5497.5375	7330.05	usr032	Joe	Perry	Nigeria
INV2124	2016/3/15	BIKE3655	446.1225	594.83	usr041	Lillian	Mills	Nigeria
INV2129	2014/3/30	BIKE3655	2230.6125	2974.15	usr013	Louis	Rice	Nigeria
INV2195	2013/9/12	CLTH4255	1934.6775	2579.57	usr036	Nicole	Mendoza	Nigeria
INV2240	2015/7/9	BIKE3655	892.245	1189.66	usr043	Raymond	Johnston	Nigeria
INV2247	2014/6/14	BIKE3655	446.1225	594.83	usr020	Bobby	Bishop	Nigeria
INV2264	2015/5/25	BIKE3655	892.245	1189.66	usr030	Frank	Fernandez	Nigeria
INV2265	2013/12/5	BIKE3655	892.245	1189.66	usr026	Ralph	Ramos	Nigeria
INV2273	2015/3/3	ACCE3955	7330.05	9773.4	usr009	Andrew	Andrews	Nigeria
INV2295	2013/7/22	CLTH4255	1664.7225	2219.63	usr044	Clarence	Ortiz	Nigeria
INV2310	2014/5/20	ACCE3955	5497.5375	7330.05	usr039	Samuel	Cruz	Nigeria
INV2352	2015/5/13	ACCE3955	3665.025	4886.7	usr045	Frances	Walker	Nigeria
INV2386	2015/12/10	ACCE3955	3665.025	4886.7	usr004	Willie	Montgomery	Nigeria
INV2446	2013/5/7	ACCE3955	1832.5125	2443.35	usr017	Donald	Thomas	Nigeria
INV2451	2014/1/13	ACCE3955	1832.5125	2443.35	usr036	Nicole	Mendoza	Nigeria
INV2457	2013/4/3	ACCE3955	5497.5375	7330.05	usr005	Annie	Fox	Nigeria
INV2468	2015/9/7	ACCE3955	9162.5625	12216.75	usr018	Roy	Jackson	Nigeria
INV2470	2013/2/18	CLTH4255	449.925	599.9	usr033	Keith	Cox	Nigeria
INV2482	2014/8/30	BIKE3655	2230.6125	2974.15	usr005	Annie	Fox	Nigeria
INV2498	2016/3/8	ACCE3955	7330.05	9773.4	usr024	Barbara	Martinez	Nigeria
INV2516	2015/7/6	BIKE3655	892.245	1189.66	usr025	David	Carr	Nigeria
INV2608	2014/6/1	ACCE3955	5497.5375	7330.05	usr019	William	Grant	Nigeria
INV2654	2013/3/7	ACCE3955	7330.05	9773.4	usr030	Frank	Fernandez	Nigeria
INV2706	2013/9/30	BIKE3655	892.245	1189.66	usr007	Christina	Cook	Nigeria
INV2720	2013/1/19	CLTH4255	1619.73	2159.64	usr011	Edward	Kennedy	Nigeria
INV2739	2015/1/13	BIKE3655	446.1225	594.83	usr005	Annie	Fox	Nigeria
INV2743	2014/1/23	CLTH4255	1619.73	2159.64	usr030	Frank	Fernandez	Nigeria
INV2769	2015/6/12	ACCE3955	7330.05	9773.4	usr022	Elizabeth	Weaver	Nigeria
INV2788	2013/3/13	ACCE3955	5497.5375	7330.05	usr004	Willie	Montgomery	Nigeria
INV2823	2015/8/4	ACCE3955	3665.025	4886.7	usr021	Doris	Jones	Nigeria
INV2838	2014/3/2	CLTH4255	89.985	119.98	usr039	Samuel	Cruz	Nigeria
INV2861	2013/4/13	CLTH4255	944.8425	1259.79	usr048	Debra	Riley	Nigeria
INV2869	2013/7/1	ACCE3955	5497.5375	7330.05	usr018	Roy	Jackson	Nigeria
INV2878	2015/2/12	ACCE3955	7330.05	9773.4	usr044	Clarence	Ortiz	Nigeria
INV2955	2014/2/4	CLTH4255	809.865	1079.82	usr016	Kevin	Edwards	Nigeria
INV2974	2014/6/10	BIKE3655	892.245	1189.66	usr019	William	Grant	Nigeria
INV2998	2015/10/17	ACCE3955	5497.5375	7330.05	usr050	Maria	Stanley	Nigeria
INV3003	2013/11/23	BIKE3655	446.1225	594.83	usr008	Rachel	Arnold	Nigeria
INV3012	2013/10/17	ACCE3955	5497.5375	7330.05	usr029	Kelly	Howell	Nigeria
INV3015	2014/12/14	BIKE3655	1784.49	2379.32	usr008	Rachel	Arnold	Nigeria
INV3029	2015/8/11	ACCE3955	5497.5375	7330.05	usr014	Joe	Warren	Nigeria
INV3043	2014/10/10	ACCE3955	1832.5125	2443.35	usr015	Melissa	Lynch	Nigeria
INV3084	2013/2/15	CLTH4255	179.97	239.96	usr013	Louis	Rice	Nigeria
INV3115	2015/11/21	BIKE3655	1338.3675	1784.49	usr024	Barbara	Martinez	Nigeria
INV3148	2014/12/14	BIKE3655	1338.3675	1784.49	usr016	Kevin	Edwards	Nigeria
INV3197	2015/3/7	CLTH4255	899.85	1199.8	usr034	Gloria	Fisher	Nigeria
INV3210	2015/3/17	ACCE3955	7330.05	9773.4	usr038	Douglas	Jenkins	Nigeria
INV3273	2013/3/8	ACCE3955	7330.05	9773.4	usr031	Margaret	Matthews	Nigeria
INV3290	2014/12/1	CLTH4255	944.8425	1259.79	usr044	Clarence	Ortiz	Nigeria
INV3350	2013/1/21	ACCE3955	3665.025	4886.7	usr015	Melissa	Lynch	Nigeria
INV3363	2013/7/31	ACCE3955	7330.05	9773.4	usr031	Margaret	Matthews	Nigeria
INV3446	2014/7/8	BIKE3655	2230.6125	2974.15	usr035	Willie	Jackson	Nigeria
INV3447	2015/5/1	ACCE3955	3665.025	4886.7	usr016	Kevin	Edwards	Nigeria
INV3457	2013/12/22	BIKE3655	2230.6125	2974.15	usr012	Terry	Ruiz	Nigeria
INV3482	2015/6/1	ACCE3955	1832.5125	2443.35	usr040	Judy	Snyder	Nigeria
INV3483	2015/4/18	CLTH4255	1124.8125	1499.75	usr039	Samuel	Cruz	Nigeria
INV3525	2014/2/11	CLTH4255	179.97	239.96	usr048	Debra	Riley	Nigeria
INV3537	2014/4/24	ACCE3955	5497.5375	7330.05	usr041	Lillian	Mills	Nigeria
INV3551	2014/5/24	ACCE3955	7330.05	9773.4	usr036	Nicole	Mendoza	Nigeria
INV3565	2014/4/27	CLTH4255	1844.6925	2459.59	usr014	Joe	Warren	Nigeria
INV3570	2015/12/17	CLTH4255	719.88	959.84	usr016	Kevin	Edwards	Nigeria
INV3635	2015/1/2	ACCE3955	9162.5625	12216.75	usr001	Elizabeth	Hayes	Nigeria
INV3640	2014/1/9	ACCE3955	9162.5625	12216.75	usr031	Margaret	Matthews	Nigeria
INV3645	2015/5/6	ACCE3955	9162.5625	12216.75	usr046	Kathleen	Scott	Nigeria
INV3669	2013/5/16	CLTH4255	1034.8275	1379.77	usr022	Elizabeth	Weaver	Nigeria
INV3701	2014/6/12	CLTH4255	1709.715	2279.62	usr041	Lillian	Mills	Nigeria
INV3723	2013/5/14	BIKE3655	446.1225	594.83	usr012	Terry	Ruiz	Nigeria
INV3748	2013/4/8	BIKE3655	2230.6125	2974.15	usr031	Margaret	Matthews	Nigeria
INV3761	2013/2/25	BIKE3655	1784.49	2379.32	usr008	Rachel	Arnold	Nigeria
INV3777	2014/10/30	ACCE3955	5497.5375	7330.05	usr032	Joe	Perry	Nigeria
INV3797	2015/7/26	ACCE3955	9162.5625	12216.75	usr012	Terry	Ruiz	Nigeria
INV3839	2014/1/24	BIKE3655	1784.49	2379.32	usr030	Frank	Fernandez	Nigeria
INV3859	2014/3/27	ACCE3955	5497.5375	7330.05	usr050	Maria	Stanley	Nigeria
INV3960	2014/3/15	BIKE3655	446.1225	594.83	usr039	Samuel	Cruz	Nigeria
INV3964	2013/11/12	ACCE3955	1832.5125	2443.35	usr010	Gregory	Sanders	Nigeria
INV3968	2014/8/5	CLTH4255	1844.6925	2459.59	usr008	Rachel	Arnold	Nigeria
INV3998	2016/3/16	BIKE3655	1784.49	2379.32	usr038	Douglas	Jenkins	Nigeria
INV4009	2015/3/31	ACCE3955	3665.025	4886.7	usr022	Elizabeth	Weaver	Nigeria
